10000  6131
20000  11416
30000  16965
40000  22792
50000  25985
60000  31123
70000  33929
80000  39063
90000  40841
100000  45189
110000  46437
120000  50425
130000  51616
140000  58957
150000  55947
160000  56526
170000  56999
180000  60463
190000  62963
200000  61341
210000  61862
220000  78852
230000  64732
240000  64611
250000  65086
260000  65423
270000  91962
280000  68492
290000  69164
300000  69010
310000  83907
320000  87535
330000  89099
340000  123027
350000  108818
360000  93996
370000  99994
380000  88137
390000  101331
400000  111239
410000  108780
420000  96604
430000  118765
440000  116656
450000  110498
460000  125955
470000  122500
480000  114468
490000  167069
500000  133593
510000  130420
520000  148319
530000  151424
540000  150172
550000  150224
560000  154721
570000  164450
580000  165947
590000  175952
600000  180948
610000  178866
620000  196543
630000  167178
640000  225954
650000  215220
660000  221785
670000  227511
680000  229056
690000  187850
700000  193592
710000  192659
720000  254862
730000  258806
740000  206898
750000  207187
760000  195541
770000  223334
780000  218885
790000  219958
800000  235241
810000  222465
820000  240981
830000  240600
840000  247639
850000  242909
860000  242495
870000  253594
880000  247029
890000  258658
900000  267414
910000  279355
920000  280686
930000  258198
940000  284758
950000  280496
960000  288905
970000  300057
980000  287406
990000  296207
1000000  297826
1010000  306681
1020000  321872
1030000  309875
1040000  322012
1050000  263146
1060000  338546
1070000  325668
1080000  325388
1090000  329553
1100000  320901
1110000  302616
1120000  354843
1130000  351923
1140000  347276
1150000  344651
1160000  369537
1170000  390609
1180000  335521
1190000  392281
1200000  355819
1210000  351240
1220000  392884
1230000  397795
1240000  365383
1250000  399845
1260000  400725
1270000  342477
1280000  406778
1290000  400134
1300000  380859
1310000  363148
1320000  429506
1330000  423980
1340000  430692
1350000  413860
1360000  431210
1370000  424198
1380000  439173
1390000  436110
1400000  439334
1410000  451281
1420000  452800
1430000  448441
1440000  461500
1450000  452418
1460000  464578
1470000  467024
1480000  459277
1490000  449268
1500000  471503
1510000  479127
1520000  477228
1530000  483873
1540000  473892
1550000  479161
1560000  490102
1570000  491412
1580000  500297
1590000  487256
1600000  509677
1610000  510454
1620000  506421
1630000  511043
1640000  524550
1650000  522244
1660000  492836
1670000  517045
1680000  515599
1690000  555593
1700000  526472
1710000  530969
1720000  546314
1730000  537595
1740000  536477
1750000  534317
1760000  544201
1770000  532563
1780000  548481
1790000  540760
1800000  555782
1810000  535349
1820000  570532
1830000  564442
1840000  600686
1850000  555011
1860000  576647
1870000  570395
1880000  596188
1890000  583442
1900000  577563
1910000  581999
1920000  509391
1930000  574700
1940000  594362
1950000  587649
1960000  595538
1970000  590907
1980000  585821
1990000  581485
2000000  599752
2010000  586684
2020000  611112
2030000  621651
2040000  613977
2050000  604526
2060000  630277
2070000  613859
2080000  613925
2090000  616998
2100000  515203
2110000  619532
2120000  618858
2130000  634875
2140000  619826
2150000  638328
2160000  535742
2170000  602766
2180000  645962
2190000  625934
2200000  659340
2210000  661629
2220000  658401
2230000  692686
2240000  668896
2250000  665886
2260000  660712
2270000  665816
2280000  664203
2290000  693829
2300000  710806
2310000  680822
2320000  692313
2330000  686920
2340000  684659
2350000  669024
2360000  680101
2370000  690620
2380000  675512
2390000  738168
2400000  709499
2410000  711496
2420000  719039
2430000  700722
2440000  709418
2450000  708422
2460000  691994
2470000  719913
2480000  722094
2490000  727579
2500000  648414
2510000  696143
2520000  730099
2530000  732734
2540000  775150
2550000  734215
2560000  737712
2570000  734961
2580000  742579
2590000  741213
2600000  747412
2610000  751672
2620000  744844
2630000  744165
2640000  736502
2650000  734211
2660000  768884
2670000  764986
2680000  732754
2690000  763555
2700000  762749
2710000  832129
2720000  772405
2730000  769755
2740000  720787
2750000  781260
2760000  777957
2770000  786464
2780000  786428
2790000  804252
2800000  737141
2810000  792389
2820000  801314
2830000  787697
2840000  797970
2850000  759418
2860000  799554
2870000  812960
2880000  794334
2890000  812150
2900000  818789
2910000  848772
2920000  760893
2930000  816326
2940000  854062
2950000  823473
2960000  816323
2970000  826011
2980000  839536
2990000  828872
3000000  845881
3010000  821205
3020000  805138
3030000  846583
3040000  815371
3050000  815248
3060000  841116
3070000  834723
3080000  844532
3090000  824608
3100000  805743
3110000  862796
3120000  865279
3130000  870102
3140000  863120
3150000  858940
3160000  848391
3170000  877928
3180000  927173
3190000  897751
3200000  886328
3210000  878007
3220000  889925
3230000  888183
3240000  894136
3250000  898539
3260000  894292
3270000  879467
3280000  887193
3290000  909837
3300000  888453
3310000  910835
3320000  904971
3330000  917729
3340000  912569
3350000  868513
3360000  954746
3370000  912137
3380000  945620
3390000  933979
3400000  945678
3410000  902271
3420000  979589
3430000  879563
3440000  866740
3450000  945597
3460000  935419
3470000  969992
3480000  947326
3490000  944702
3500000  911542
3510000  952981
3520000  927517
3530000  947130
3540000  951151
3550000  977447
3560000  970754
3570000  989040
3580000  980710
3590000  979166
3600000  978048
3610000  983561
3620000  985581
3630000  955623
3640000  1000626
3650000  971964
3660000  995814
3670000  949807
3680000  1000700
3690000  987248
3700000  1004862
3710000  1010870
3720000  1026092
3730000  1024020
3740000  981488
3750000  1028050
3760000  1034081
3770000  1024137
3780000  1025327
3790000  1043956
3800000  1001523
3810000  1020263
3820000  1027461
3830000  1066719
3840000  1057595
3850000  1052453
3860000  1061188
3870000  1047453
3880000  1049085
3890000  1046809
3900000  1053143
3910000  1073740
3920000  1064510
3930000  1107086
3940000  1073761
3950000  1056921
3960000  1037511
3970000  1049344
3980000  1073501
3990000  1118651
4000000  1068025
4010000  1072340
4020000  1093057
4030000  1050275
4040000  1077145
4050000  1113459
4060000  1100482
4070000  1098044
4080000  1093886
4090000  1083306
4100000  1089572
4110000  1110414
4120000  1114171
4130000  1131568
4140000  1126954
4150000  1186595
4160000  1138515
4170000  1174242
4180000  1153561
4190000  1147153
4200000  1031421
4210000  982389
4220000  1090311
4230000  1115165
4240000  1155846
4250000  1124296
4260000  1127066
4270000  1125735
4280000  1132058
4290000  1154835
4300000  1112973
4310000  1211450
4320000  1119625
4330000  1143298
4340000  1077447
4350000  1195518
4360000  1150497
4370000  1162774
4380000  1146401
4390000  1148569
4400000  1111613
4410000  1152644
4420000  1177760
4430000  1168961
4440000  1078628
4450000  1180320
4460000  1165840
4470000  1158044
4480000  1160292
4490000  1147373
4500000  1203280
4510000  1209892
4520000  1216036
4530000  1178579
4540000  1194620
4550000  1198538
4560000  1188916
4570000  1193187
4580000  1192695
4590000  1177200
4600000  1173286
4610000  1221420
4620000  1202907
4630000  1203221
4640000  1095386
4650000  1207185
4660000  1255800
4670000  1187833
4680000  1251913
4690000  1230250
4700000  1218083
4710000  1183908
4720000  1255702
4730000  1215931
4740000  1206569
4750000  1268603
4760000  1239601
4770000  1241650
4780000  1225928
4790000  1240889
4800000  1294544
4810000  1250907
4820000  1249018
4830000  1254287
4840000  1259988
4850000  1205720
4860000  1262807
4870000  1259901
4880000  1267850
4890000  1273047
4900000  1249651
4910000  1277053
4920000  1279375
4930000  1284451
4940000  1244294
4950000  1288999
4960000  1280505
4970000  1308329
4980000  1280324
4990000  1294974
5000000  1295360
5010000  1283100
5020000  1299138
5030000  1298114
5040000  1319326
5050000  1303597
5060000  1304638
5070000  1347600
5080000  1251883
5090000  1310950
5100000  1315448
5110000  1325946
5120000  1313572
5130000  1318000
5140000  1315720
5150000  1341358
5160000  1345330
5170000  1402720
5180000  1337177
5190000  1378417
5200000  1332206
5210000  1346664
5220000  1275587
5230000  1288191
5240000  1347116
5250000  1354016
5260000  1400989
5270000  1358621
5280000  1362843
5290000  1362775
5300000  1339128
5310000  1303073
5320000  1378188
5330000  1370488
5340000  1337870
5350000  1352429
5360000  1388310
5370000  1398944
5380000  1389389
5390000  1409458
5400000  1389944
5410000  1393371
5420000  1328115
5430000  1358618
5440000  1337723
5450000  1359572
5460000  1400378
5470000  1387425
5480000  1414991
5490000  1378149
5500000  1414647
5510000  1392839
5520000  1464500
5530000  1431693
5540000  1401596
5550000  1443443
5560000  1427439
5570000  1418517
5580000  1424557
5590000  1468800
5600000  1426523
5610000  1418886
5620000  1404274
5630000  1429554
5640000  1444116
5650000  1450675
5660000  1381255
5670000  1450422
5680000  1456243
5690000  1464219
5700000  1454031
5710000  1477487
5720000  1458015
5730000  1470582
5740000  1441056
5750000  1500638
5760000  1456467
5770000  1485738
5780000  1453284
5790000  1476474
5800000  1433489
5810000  1491292
5820000  1482580
5830000  1487678
5840000  1466682
5850000  1444913
5860000  1493579
5870000  1529505
5880000  1534901
5890000  1495724
5900000  1512402
5910000  1518183
5920000  1500914
5930000  1517071
5940000  1505816
5950000  1570243
5960000  1526432
5970000  1549368
5980000  1522147
5990000  1547007
6000000  1488333
6010000  1528980
6020000  1521617
6030000  1549450
6040000  1543608
6050000  1524213
6060000  1502510
6070000  1540806
6080000  1538480
6090000  1550109
6100000  1527898
6110000  1529337
6120000  1538698
6130000  1530694
6140000  1550272
6150000  1528186
6160000  1554245
6170000  1580515
6180000  1567750
6190000  1576912
6200000  1546234
6210000  1560884
6220000  1566758
6230000  1582208
6240000  1573701
6250000  1529883
6260000  1591629
6270000  1550291
6280000  1562273
6290000  1583103
6300000  1588180
6310000  1591486
6320000  1594130
6330000  1604263
6340000  1605806
6350000  1585563
6360000  1597609
6370000  1607438
6380000  1596276
6390000  1621851
6400000  1615475
6410000  1593418
6420000  1644779
6430000  1625822
6440000  1530481
6450000  1617438
6460000  1601580
6470000  1573251
6480000  1603586
6490000  1593258
6500000  1572297
6510000  1606031
6520000  1597753
6530000  1692591
6540000  1761307
6550000  1660366
6560000  1642279
6570000  1652210
6580000  1658134
6590000  1623377
6600000  1668298
6610000  1660601
6620000  1662632
6630000  1646431
6640000  1667939
6650000  1675017
6660000  1650044
6670000  1687830
6680000  1673203
6690000  1691863
6700000  1729873
6710000  1694655
6720000  1759189
6730000  1703623
6740000  1688675
6750000  1686659
6760000  1705213
6770000  1675626
6780000  1705657
6790000  1690055
6800000  1720069
6810000  1678321
6820000  1707446
6830000  1694970
6840000  1697705
6850000  1700184
6860000  1722233
6870000  1750795
6880000  1711749
6890000  1732117
6900000  1790673
6910000  1740246
6920000  1734052
6930000  1777969
6940000  1739089
6950000  1738804
6960000  1738865
6970000  1755564
6980000  1798757
6990000  1778598
7000000  1761134
7010000  1750806
7020000  1650777
7030000  1752965
7040000  1750061
7050000  1726408
7060000  1793264
7070000  1768638
7080000  1771062
7090000  1719645
7100000  1753943
7110000  1763821
7120000  1734716
7130000  1785030
7140000  1755545
7150000  1750374
7160000  1756898
7170000  1786299
7180000  1788917
7190000  1790070
7200000  1789217
7210000  1794082
7220000  1810774
7230000  1833407
7240000  1763399
7250000  1789718
7260000  1807011
7270000  1777405
7280000  1852895
7290000  1816168
7300000  1854888
7310000  1778637
7320000  1945125
7330000  1751187
7340000  1828096
7350000  1840161
7360000  1822390
7370000  1787939
7380000  1844812
7390000  1825947
7400000  1769161
7410000  1792554
7420000  1786077
7430000  1829776
7440000  1896082
7450000  1793331
7460000  1806865
7470000  1817657
7480000  1917944
7490000  1857499
7500000  1803669
7510000  1805468
7520000  1857495
7530000  1942998
7540000  1860909
7550000  1840706
7560000  1857893
7570000  1862046
7580000  1891839
7590000  1745205
7600000  1822880
7610000  1885028
7620000  1883387
7630000  1894810
7640000  1891087
7650000  1797651
7660000  1903673
7670000  1894456
7680000  1832612
7690000  1918964
7700000  1935434
7710000  1953849
7720000  1917193
7730000  1881665
7740000  1888594
7750000  1920870
7760000  1912367
7770000  1865305
7780000  2025061
7790000  1930056
7800000  1949214
7810000  1844666
7820000  1875534
7830000  1910704
7840000  1926418
7850000  1937461
7860000  1931555
7870000  1906011
7880000  1910868
7890000  2023050
7900000  1918739
7910000  1941155
7920000  1897839
7930000  1919045
7940000  1955384
7950000  1969330
7960000  1958306
7970000  1906780
7980000  1954099
7990000  1936685
8000000  1964459
8010000  1944711
8020000  1980619
8030000  1961731
8040000  1968541
8050000  2284792
8060000  1912426
8070000  1943861
8080000  1987050
8090000  2006951
8100000  1985502
8110000  1999118
8120000  1974915
8130000  2015978
8140000  1991172
8150000  1986371
8160000  1938794
8170000  1951923
8180000  2063436
8190000  2021816
8200000  2040563
8210000  2015195
8220000  2035932
8230000  2026659
8240000  2069862
8250000  2002084
8260000  1981143
8270000  1966331
8280000  2197700
8290000  2005637
8300000  1972771
8310000  2030750
8320000  1999360
8330000  2000597
8340000  2051140
8350000  2042234
8360000  2015773
8370000  2104187
8380000  2047246
8390000  2018070
8400000  2028219
8410000  2006209
8420000  2036485
8430000  1985405
8440000  1979318
8450000  2070587
8460000  2036307
8470000  1998929
8480000  2101035
8490000  1996579
8500000  2091872
8510000  2039846
8520000  1999996
8530000  2103589
8540000  2080531
8550000  2012180
8560000  2064055
