10000  995  10359  608  7861  521
20000  524  20762  551  14927  545
30000  661  31089  558  21741  431
40000  699  42139  511  29364  475
50000  592  50006  431  33153  564
60000  537  58551  460  36607  429
70000  642  64313  496  36530  388
80000  517  72941  439  42994  487
90000  502  79212  407  45111  351
100000  443  88104  391  53392  359
110000  441  88018  268  57691  286
120000  401  105830  258  60296  247
130000  465  97937  248  53701  297
140000  527  105860  355  60860  305
150000  396  98937  357  61641  417
160000  396  107017  214  57588  355
170000  541  106600  406  67415  207
180000  335  105672  337  70998  436
190000  321  106938  301  67491  276
200000  288  115415  252  70852  282
210000  287  115288  177  77598  281
220000  524  117141  168  75328  242
230000  276  116545  171  77448  232
240000  375  117936  166  78136  174
250000  352  120248  171  81756  215
260000  330  121841  214  80518  220
270000  447  163989  271  87921  219
280000  309  123414  219  81464  216
290000  242  122563  205  79989  195
300000  316  128210  200  86153  197
310000  372  130289  284  85680  188
320000  253  156394  303  90852  250
330000  284  140822  269  92602  176
340000  262  146552  212  99708  200
350000  254  145723  257  97441  150
360000  362  157515  191  101122  210
370000  386  153151  244  101357  153
380000  342  163807  196  103675  204
390000  301  178788  288  126049  157
400000  218  165942  283  131352  133
410000  279  173083  250  111662  205
420000  290  191672  203  125112  189
430000  317  203543  299  116010  185
440000  272  183699  277  126646  220
450000  279  185054  237  122020  240
460000  306  185467  222  124922  193
470000  284  196310  273  131173  242
480000  376  194867  361  131096  210
490000  457  196392  285  132438  222
500000  327  199218  281  136588  176
510000  339  202668  295  137110  184
520000  293  208448  383  140488  223
530000  546  266251  275  200281  264
540000  604  234263  329  154460  229
550000  360  248270  313  180868  189
560000  347  289022  330  163505  178
570000  299  302064  286  159262  197
580000  353  270134  206  159192  200
590000  249  268667  316  157948  226
600000  396  261112  219  187163  160
610000  427  261513  213  159773  216
620000  362  267353  170  165914  289
630000  357  273195  225  178356  226
640000  348  281271  202  171903  161
650000  332  284564  171  173780  214
660000  317  275123  221  176616  200
670000  1071  297115  188  177588  169
680000  458  296979  181  179123  201
690000  261  303225  217  185348  179
700000  353  304274  271  190933  165
710000  333  321213  219  191941  230
720000  377  341002  225  217832  170
730000  339  330041  209  220442  230
740000  371  337332  233  221864  159
750000  223  390406  243  226949  290
760000  352  353088  227  226298  141
770000  420  345000  212  230447  189
780000  292  437638  272  222407  367
790000  350  444306  419  235702  209
800000  338  374610  327  237825  202
810000  338  414599  212  240082  186
820000  296  380494  161  242619  170
830000  225  381590  244  244496  214
840000  271  394302  284  245305  223
850000  317  433068  204  248869  183
860000  399  400727  205  252525  195
870000  1335  473326  346  238375  145
880000  348  423303  331  255798  174
890000  299  457315  172  258559  139
900000  384  424183  216  261142  218
910000  300  446519  233  275862  305
920000  414  432323  227  269696  206
930000  316  438141  876  269531  272
940000  356  445718  219  271071  276
950000  485  448950  273  284642  331
960000  298  456187  241  275487  261
970000  569  474846  317  281365  199
980000  366  467771  336  283471  297
990000  384  471597  266  282994  196
1000000  446  500973  369  288555  294
1010000  409  483668  256  289683  215
1020000  372  487788  293  291057  251
1030000  396  499953  244  297700  210
1040000  392  527051  316  297300  229
1050000  610  444851  248  294880  251
1060000  445  538341  319  304468  205
1070000  623  451862  317  305423  357
1080000  446  523647  308  307858  197
1090000  479  518415  293  313092  250
1100000  399  526324  292  313571  213
1110000  334  531482  1120  314861  307
1120000  519  536783  343  319800  223
1130000  363  550338  280  315854  284
1140000  451  555621  339  341623  209
1150000  382  544765  265  327649  303
1160000  356  551705  305  330180  215
1170000  409  579732  875  333133  391
1180000  325  545315  319  337343  248
1190000  491  552226  383  350102  252
1200000  417  573450  271  346028  221
1210000  540  573583  396  348722  239
1220000  486  592627  626  351191  221
1230000  373  582492  519  357650  252
1240000  432  594074  371  363321  290
1250000  568  600421  297  364165  216
1260000  497  545252  364  359945  345
1270000  453  580721  566  380006  235
1280000  421  618506  302  364996  224
1290000  477  597618  742  368690  1100
1300000  439  616983  254  371461  242
1310000  323  624157  571  374223  286
1320000  399  625387  381  375075  328
1330000  541  605696  362  377864  223
1340000  413  646654  391  380910  306
1350000  644  631203  311  381969  244
1360000  351  647700  308  405233  259
1370000  483  600265  388  411034  253
1380000  377  654184  418  404369  685
1390000  341  667186  302  404266  263
1400000  508  660193  387  400433  455
1410000  453  666546  437  398697  553
1420000  398  677529  564  403958  421
1430000  495  689733  290  410400  238
1440000  465  664673  450  420717  232
1450000  542  671715  409  412726  283
1460000  606  686256  325  413518  256
1470000  534  664628  333  425323  367
1480000  514  669825  351  434622  444
1490000  658  666056  374  439971  363
1500000  510  673926  269  436405  273
1510000  569  673306  321  441071  276
1520000  1452  679588  354  435166  295
1530000  572  660159  498  442697  337
1540000  509  659845  326  448692  444
1550000  389  669271  313  454545  251
1560000  594  700307  320  452822  262
1570000  620  703754  466  455844  237
1580000  349  708333  345  457467  253
1590000  558  705041  526  474252  281
1600000  475  714861  680  465175  262
1610000  1181  713445  337  465995  361
1620000  368  718118  480  449840  275
