1  564  291  365  297  340
2  404  295  333  324  318
3  364  358  350  381  314
4  301  438  311  367  311
5  317  291  340  297  334
6  355  378  315  348  274
7  441  277  294  435  320
8  314  290  311  374  274
9  321  290  351  314  311
10  411  297  331  371  291
11  358  257  294  294  297
12  314  295  304  358  310
13  367  353  308  281  327
14  404  351  364  381  317
15  350  255  297  328  330
16  358  298  310  371  341
17  375  300  328  278  308
18  304  314  368  425  301
19  344  358  351  418  306
20  313  334  565  374  287
21  317  274  321  320  262
22  329  336  311  317  272
23  367  287  284  291  328
24  317  337  317  381  303
25  391  278  320  325  294
26  381  388  331  404  317
27  288  297  341  314  297
28  343  318  324  360  287
29  387  300  334  291  298
30  395  390  335  431  298
31  388  317  297  300  287
32  337  317  345  373  304
33  344  314  385  330  321
34  347  358  345  310  291
35  358  465  298  288  274
36  318  351  314  381  311
37  367  330  298  328  317
38  387  397  337  414  324
39  350  311  274  335  343
40  321  350  315  421  298
41  311  334  334  350  294
42  394  395  308  391  304
43  381  350  311  348  251
44  367  361  318  353  293
45  371  327  328  344  307
46  341  447  344  391  295
47  358  345  291  348  285
48  348  368  317  395  307
49  371  315  311  340  301
50  268  398  341  374  324
51  338  318  278  291  298
52  337  451  321  370  304
53  371  351  311  381  294
54  401  448  374  441  311
55  318  320  304  384  334
56  321  421  371  387  288
57  344  421  311  334  307
58  367  411  337  374  297
59  375  377  317  347  327
60  364  394  291  451  287
61  365  390  351  344  320
62  337  397  287  407  315
63  348  374  270  374  318
64  321  384  321  431  301
65  330  411  358  398  293
66  404  474  318  397  287
67  364  401  348  414  334
68  384  384  304  404  314
69  367  331  300  344  311
70  351  434  321  378  317
71  285  444  351  327  295
72  360  427  285  391  341
73  334  401  344  354  305
74  348  377  304  411  518
75  401  465  321  328  298
76  365  404  361  425  304
77  358  428  348  364  303
78  337  438  321  441  267
79  441  474  345  378  281
80  404  441  367  441  290
81  343  461  328  337  257
82  351  467  625  407  296
83  408  438  335  331  291
84  361  380  347  474  327
85  357  444  344  338  297
86  354  408  328  455  318
87  414  464  321  371  314
88  347  395  291  438  331
89  314  481  304  391  331
90  377  471  328  377  278
91  367  418  290  290  327
92  377  435  325  405  277
93  361  458  308  427  327
94  388  414  331  408  301
95  377  477  283  397  304
96  331  421  284  454  326
97  361  407  341  414  323
98  371  461  333  351  301
99  387  451  323  414  295
100  364  398  338  411  331
101  367  437  348  411  274
102  341  474  351  438  304
103  387  437  318  387  281
104  455  438  335  485  298
105  351  458  324  394  283
106  297  468  311  357  301
107  280  454  341  383  294
108  387  458  303  458  323
109  381  471  294  404  254
110  314  491  534  428  325
111  375  371  331  438  344
112  361  495  364  485  337
113  344  434  337  394  264
114  370  401  317  361  314
115  365  488  327  381  298
116  394  411  271  388  321
117  251  314  224  288  197
118  254  311  223  294  200
119  243  311  221  241  193
120  247  311  217  293  201
121  248  311  220  241  193
122  247  314  227  281  196
123  240  314  220  281  193
124  240  314  224  314  197
125  244  311  217  468  200
126  237  314  224  424  280
