10000  709  8663  415  5610  348
20000  391  16986  308  10668  258
30000  331  25301  337  15886  263
40000  431  33667  324  21107  237
50000  321  41995  271  26324  234
60000  320  50358  274  31551  221
70000  351  58923  367  36771  253
80000  341  67399  334  41998  275
90000  334  75421  281  47217  250
100000  358  83777  284  68988  235
110000  373  86177  323  53407  274
120000  434  92928  265  58085  229
130000  404  100471  296  62881  219
140000  450  110799  346  68506  292
150000  441  115922  333  72633  229
160000  1350  124300  262  77354  234
170000  494  131304  278  82177  219
180000  410  139057  302  86997  277
190000  1048  146921  269  91815  231
200000  392  154532  271  96638  241
210000  376  162686  271  121905  228
220000  478  157740  250  98699  221
230000  493  164906  296  103182  218
240000  622  172056  256  107650  229
250000  341  179432  249  112103  227
260000  421  186711  253  116599  224
270000  699  206218  301  123818  233
280000  662  202310  379  127188  213
290000  579  208873  323  130493  266
300000  564  215618  256  135043  228
310000  899  212583  245  129942  250
320000  582  214661  243  133988  205
330000  717  221689  233  138642  212
340000  559  227440  287  142306  205
350000  492  235153  245  146488  208
360000  415  241067  242  150597  205
370000  568  247851  243  155176  217
380000  610  255381  280  159248  243
390000  492  261101  285  163430  213
400000  519  267779  249  167714  240
410000  536  278155  356  193850  298
420000  519  272491  235  169492  195
430000  781  272693  273  171670  192
440000  548  279026  323  174195  191
450000  579  285145  221  178640  197
460000  531  291195  223  181803  190
470000  609  297617  227  186704  230
480000  596  308811  318  191938  233
490000  514  310594  1085  194574  191
500000  407  316818  429  180659  116
510000  524  188653  178  104634  103
520000  428  194997  332  122158  98
530000  654  442030  173  176562  124
540000  379  212802  128  131671  99
550000  445  202710  186  127242  99
560000  422  209569  479  126124  105
570000  466  205390  129  128496  100
580000  392  205860  119  139129  106
590000  264  209609  120  131624  102
600000  587  210517  192  133413  163
610000  395  221310  167  136805  104
620000  631  217968  173  138106  103
630000  500  222669  286  141479  103
640000  498  230007  265  144831  126
650000  540  232041  173  148841  103
660000  642  241247  166  148770  102
670000  408  237896  118  154565  105
680000  562  243262  125  151803  108
690000  697  247179  290  158003  103
700000  447  254149  170  161484  101
710000  527  253408  567  163503  102
720000  485  253007  117  159368  109
730000  381  252041  178  161414  110
740000  322  252739  119  156706  98
750000  305  258263  344  160605  101
760000  500  259355  122  160585  105
770000  311  264016  116  162538  114
780000  359  272321  182  166302  105
790000  447  271663  214  167017  103
800000  415  270564  116  167269  104
810000  389  276790  121  171048  105
820000  341  280741  118  172162  104
830000  620  282902  119  176312  106
840000  459  304794  241  171786  100
850000  495  274610  119  170790  99
860000  348  278705  111  171373  95
870000  431  284074  247  175396  95
880000  254  288917  434  179562  96
890000  612  289034  116  179079  91
900000  311  294393  188  187922  92
910000  1224  297450  152  194823  200
920000  443  301216  118  194941  98
930000  652  302459  315  188296  96
940000  362  306908  250  195592  98
950000  751  309043  233  194979  100
960000  286  315117  112  199217  99
970000  1020  314483  194  198631  98
980000  576  319875  393  207889  143
990000  463  324308  352  205686  106
1000000  367  344648  281  249041  321
